
lecturer_name,location,status,timestamp,day_of_week
Dr. Smith,Cabin 101,Busy,2026-03-02 13:00:00,Monday
Dr. Smith,Lab 2,Available,2026-03-02 14:30:00,Monday
Dr. Smith,Cabin 101,Available,2026-03-02 16:15:00,Monday
Prof. Doe,Lab 1,In Class,2026-03-02 09:05:00,Monday
Prof. Doe,Lab 2,In Class,2026-03-02 10:20:00,Monday
Prof. Doe,Cabin 102,In Class,2026-03-02 11:35:00,Monday
Prof. Doe,Cabin 102,Busy,2026-03-02 12:45:00,Monday
Prof. Doe,Lab 2,Available,2026-03-02 15:10:00,Monday
Prof. Doe,Cabin 102,Available,2026-03-02 16:30:00,Monday
Dr. Jones,Lab 3,In Class,2026-03-02 09:40:00,Monday
Dr. Jones,Lab 2,In Class,2026-03-02 10:55:00,Monday
Dr. Jones,Lab 3,In Class,2026-03-02 11:50:00,Monday
Dr. Jones,Cabin 101,Busy,2026-03-02 12:20:00,Monday
Dr. Jones,Lab 2,Available,2026-03-02 14:15:00,Monday
Dr. Jones,Cabin 101,Available,2026-03-02 16:05:00,Monday
Dr. Brown,Lab 2,In Class,2026-03-02 09:25:00,Monday
Dr. Brown,Lab 1,In Class,2026-03-02 10:10:00,Monday
Dr. Brown,Lab 2,In Class,2026-03-02 11:15:00,Monday
Dr. Brown,Cabin 102,Busy,2026-03-02 13:30:00,Monday
Dr. Brown,Cabin 102,Available,2026-03-02 14:50:00,Monday
Dr. Brown,Lab 2,Available,2026-03-02 16:40:00,Monday
Dr. Smith,Cabin 101,In Class,2026-03-03 09:00:00,Tuesday
Dr. Smith,Lab 2,In Class,2026-03-03 10:15:00,Tuesday
Dr. Smith,Lab 1,In Class,2026-03-03 11:30:00,Tuesday
Dr. Smith,Cabin 101,Busy,2026-03-03 12:15:00,Tuesday
Dr. Smith,Lab 2,Available,2026-03-03 14:00:00,Tuesday
Dr. Smith,Cabin 101,Available,2026-03-03 15:45:00,Tuesday
Prof. Doe,Lab 2,In Class,2026-03-03 09:30:00,Tuesday
Prof. Doe,Lab 3,In Class,2026-03-03 10:45:00,Tuesday
Prof. Doe,Lab 2,In Class,2026-03-03 11:55:00,Tuesday
Prof. Doe,Cabin 102,Busy,2026-03-03 13:10:00,Tuesday
Prof. Doe,Cabin 102,Available,2026-03-03 14:40:00,Tuesday
Prof. Doe,Lab 2,Available,2026-03-03 16:15:00,Tuesday
Dr. Jones,Lab 2,In Class,2026-03-03 09:10:00,Tuesday
Dr. Jones,Cabin 101,In Class,2026-03-03 10:25:00,Tuesday
Dr. Jones,Lab 2,In Class,2026-03-03 11:40:00,Tuesday
Dr. Jones,Cabin 101,Busy,2026-03-03 12:50:00,Tuesday
Dr. Jones,Lab 2,Available,2026-03-03 15:00:00,Tuesday
Dr. Jones,Cabin 101,Available,2026-03-03 16:45:00,Tuesday
Dr. Brown,Cabin 102,In Class,2026-03-03 09:50:00,Tuesday
Dr. Brown,Lab 2,In Class,2026-03-03 11:05:00,Tuesday
Dr. Brown,Lab 1,In Class,2026-03-03 11:50:00,Tuesday
Dr. Brown,Cabin 102,Busy,2026-03-03 13:45:00,Tuesday
Dr. Brown,Lab 2,Available,2026-03-03 14:20:00,Tuesday
Dr. Brown,Cabin 102,Available,2026-03-03 16:00:00,Tuesday
Dr. Smith,Lab 2,In Class,2026-03-04 09:15:00,Wednesday
Dr. Smith,Cabin 101,In Class,2026-03-04 10:30:00,Wednesday
Dr. Smith,Lab 2,In Class,2026-03-04 11:45:00,Wednesday
Dr. Smith,Cabin 101,Busy,2026-03-04 13:00:00,Wednesday
Dr. Smith,Lab 2,Available,2026-03-04 14:30:00,Wednesday
Dr. Smith,Cabin 101,Available,2026-03-04 16:15:00,Wednesday
Prof. Doe,Lab 1,In Class,2026-03-04 09:05:00,Wednesday
Prof. Doe,Lab 2,In Class,2026-03-04 10:20:00,Wednesday
Prof. Doe,Cabin 102,In Class,2026-03-04 11:35:00,Wednesday
Prof. Doe,Cabin 102,Busy,2026-03-04 12:45:00,Wednesday
Prof. Doe,Lab 2,Available,2026-03-04 15:10:00,Wednesday
Prof. Doe,Cabin 102,Available,2026-03-04 16:30:00,Wednesday
Dr. Jones,Lab 3,In Class,2026-03-04 09:40:00,Wednesday
Dr. Jones,Lab 2,In Class,2026-03-04 10:55:00,Wednesday
Dr. Jones,Lab 3,In Class,2026-03-04 11:50:00,Wednesday
Dr. Jones,Cabin 101,Busy,2026-03-04 12:20:00,Wednesday
Dr. Jones,Lab 2,Available,2026-03-04 14:15:00,Wednesday
Dr. Jones,Cabin 101,Available,2026-03-04 16:05:00,Wednesday
Dr. Brown,Lab 2,In Class,2026-03-04 09:25:00,Wednesday
Dr. Brown,Lab 1,In Class,2026-03-04 10:10:00,Wednesday
Dr. Brown,Lab 2,In Class,2026-03-04 11:15:00,Wednesday
Dr. Brown,Cabin 102,Busy,2026-03-04 13:30:00,Wednesday
Dr. Brown,Cabin 102,Available,2026-03-04 14:50:00,Wednesday
Dr. Brown,Lab 2,Available,2026-03-04 16:40:00,Wednesday
Dr. Smith,Cabin 101,In Class,2026-03-05 09:00:00,Thursday
Dr. Smith,Lab 2,In Class,2026-03-05 10:15:00,Thursday
Dr. Smith,Lab 1,In Class,2026-03-05 11:30:00,Thursday
Dr. Smith,Cabin 101,Busy,2026-03-05 12:15:00,Thursday
Dr. Smith,Lab 2,Available,2026-03-05 14:00:00,Thursday
Dr. Smith,Cabin 101,Available,2026-03-05 15:45:00,Thursday
Prof. Doe,Lab 2,In Class,2026-03-05 09:30:00,Thursday
Prof. Doe,Lab 3,In Class,2026-03-05 10:45:00,Thursday
Prof. Doe,Lab 2,In Class,2026-03-05 11:55:00,Thursday
Prof. Doe,Cabin 102,Busy,2026-03-05 13:10:00,Thursday
Prof. Doe,Cabin 102,Available,2026-03-05 14:40:00,Thursday
Prof. Doe,Lab 2,Available,2026-03-05 16:15:00,Thursday
Dr. Jones,Lab 2,In Class,2026-03-05 09:10:00,Thursday
Dr. Jones,Cabin 101,In Class,2026-03-05 10:25:00,Thursday
Dr. Jones,Lab 2,In Class,2026-03-05 11:40:00,Thursday
Dr. Jones,Cabin 101,Busy,2026-03-05 12:50:00,Thursday
Dr. Jones,Lab 2,Available,2026-03-05 15:00:00,Thursday
Dr. Jones,Cabin 101,Available,2026-03-05 16:45:00,Thursday
Dr. Brown,Cabin 102,In Class,2026-03-05 09:50:00,Thursday
Dr. Brown,Lab 2,In Class,2026-03-05 11:05:00,Thursday
Dr. Brown,Lab 1,In Class,2026-03-05 11:50:00,Thursday
Dr. Brown,Cabin 102,Busy,2026-03-05 13:45:00,Thursday
Dr. Brown,Lab 2,Available,2026-03-05 14:20:00,Thursday
Dr. Brown,Cabin 102,Available,2026-03-05 16:00:00,Thursday
Dr. Smith,Lab 2,In Class,2026-03-06 09:30:00,Friday
Dr. Smith,Lab 1,In Class,2026-03-06 10:45:00,Friday
Dr. Smith,Cabin 101,In Class,2026-03-06 11:50:00,Friday
Dr. Smith,Cabin 101,Busy,2026-03-06 13:15:00,Friday
Dr. Smith,Lab 2,Available,2026-03-06 14:15:00,Friday
Dr. Smith,Cabin 101,Available,2026-03-06 15:30:00,Friday
Prof. Doe,Cabin 102,In Class,2026-03-06 09:15:00,Friday
Prof. Doe,Lab 2,In Class,2026-03-06 10:30:00,Friday
Prof. Doe,Cabin 102,In Class,2026-03-06 11:15:00,Friday
Prof. Doe,Cabin 102,Busy,2026-03-06 12:30:00,Friday
Prof. Doe,Lab 2,Available,2026-03-06 14:45:00,Friday
Prof. Doe,Cabin 102,Available,2026-03-06 16:00:00,Friday
Dr. Jones,Lab 1,In Class,2026-03-06 09:05:00,Friday
Dr. Jones,Lab 2,In Class,2026-03-06 10:10:00,Friday
Dr. Jones,Lab 3,In Class,2026-03-06 11:35:00,Friday
Dr. Jones,Cabin 101,Busy,2026-03-06 13:45:00,Friday
Dr. Jones,Lab 2,Available,2026-03-06 15:20:00,Friday
Dr. Jones,Cabin 101,Available,2026-03-06 16:50:00,Friday
Dr. Brown,Lab 3,In Class,2026-03-06 09:40:00,Friday
Dr. Brown,Cabin 102,In Class,2026-03-06 10:50:00,Friday
Dr. Brown,Lab 2,In Class,2026-03-06 11:45:00,Friday
Dr. Brown,Cabin 102,Busy,2026-03-06 12:15:00,Friday
Dr. Brown,Lab 2,Available,2026-03-06 14:05:00,Friday
Dr. Brown,Cabin 102,Available,2026-03-06 16:20:00,Friday
```
